,ID,LONG,LAT,ages,race,sex,income,Location,Price_cont,Experience,Other,will_attend,dist,locLong,locLat,Price_cat,Location_1,Location_2,Location_3,Location_4,Location_5,Price_cat_1,Price_cat_2,Price_cat_3,Price_cat_4,Experience_1,Experience_2,Experience_3,Other_1,Other_2,Other_3,Other_4,race_Aisian/Other,race_Black,race_Hispanic,race_White,sex_F,sex_M,income_100-150k,income_25-50k,income_50-75k,income_75-100k,income_<25k,income_>150k
3655,800567,-78.8691185167525,35.952134563362705,42.7432364768681,White,M,75-100k,2,20,3,3,1,22849.007149101526,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3656,800858,-78.9196453537183,35.9611600576857,47.5104159328919,Black,M,75-100k,3,30,1,2,0,30343.468022407786,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3657,800960,-78.947853919636,35.9122588774474,55.988025824370396,White,M,25-50k,1,20,1,4,0,6642.152313068766,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3658,800999,-78.943433882661,35.9576221708399,46.088564687318495,White,F,75-100k,2,20,3,3,1,24230.719212999204,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
3659,801982,-78.8732366076283,35.9431394102445,42.9015092234948,White,M,50-75k,2,30,2,2,0,21844.06268519622,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3660,802236,-78.8816180331333,36.135665965910505,38.182666099649296,Aisian/Other,F,100-150k,2,15,1,1,0,43208.554301390475,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3661,802301,-78.8681535287181,35.9778040326055,45.7773383574251,White,F,50-75k,4,20,3,2,0,18619.256487527018,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3662,802304,-78.8751781938536,35.879896730202496,48.0043750343825,White,F,75-100k,1,15,2,1,0,1493.4079137947026,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3663,802427,-78.9393415523927,36.0308866245602,34.3558509097278,White,F,100-150k,5,30,2,4,0,37490.84657200152,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
3664,802466,-78.905111842066,36.013225381042794,39.5090933705847,White,F,50-75k,5,15,1,2,0,33843.22560436503,-78.575981,35.86696,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3665,802693,-78.8726236164355,35.966682254923796,29.0660860866232,White,M,50-75k,1,15,2,1,0,8175.195616628169,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3666,803364,-78.890702842308,35.9733569490533,40.751005921446705,White,M,75-100k,2,30,2,2,0,25231.1883095371,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3667,803614,-78.9150070686455,35.968184311421105,39.0448686893459,White,M,100-150k,3,30,1,2,0,30589.551599129813,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
3668,803939,-78.8714215816095,35.9324617010143,42.3789866133946,White,M,75-100k,1,15,2,1,0,4404.851137610207,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3669,804107,-78.9670283762464,36.0378436966132,50.47732960470329,Black,M,100-150k,4,15,2,3,0,16675.1622698511,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3670,804112,-78.9474833568852,35.973905733108396,34.8847777034742,Black,F,25-50k,1,30,3,3,0,10930.578478134974,-78.87813,35.89314,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
3671,804255,-78.96940426150341,35.9671635434271,51.4871477696685,Aisian/Other,F,100-150k,3,20,2,1,0,34154.87867126604,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3672,804601,-78.89452476566959,36.0811622030751,41.661495689922106,White,M,<25k,2,20,3,3,0,37195.75018758215,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3673,804604,-78.8936987319043,35.959930812201904,36.0920290331777,Black,M,100-150k,3,20,2,1,0,28594.168096218353,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
3674,804648,-78.9370658627532,36.0008076519729,41.150634507472795,Hispanic,M,50-75k,2,15,1,1,0,28777.002766580557,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3675,804891,-78.9204082205943,35.9913478899796,48.4746384168894,White,F,25-50k,3,25,1,3,1,32788.72909068807,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
3676,804931,-78.850079192564,35.974716927478795,37.7393894853951,Black,M,<25k,3,30,1,2,0,27377.69161333177,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3677,804967,-78.90415639377579,36.0042887521105,35.7493349243399,Black,M,25-50k,4,15,2,3,0,17433.925915811124,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3678,805052,-78.93818976703571,36.115931772255394,34.4230993806503,White,M,50-75k,3,20,2,1,0,44836.1459136979,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3679,805124,-78.9748562743927,35.985207029404,34.562220343923,White,F,75-100k,4,25,1,4,0,11395.877131872443,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3680,805297,-78.89764123956341,36.0514132493043,36.0326018537135,Black,M,<25k,3,20,2,1,0,36833.830696555604,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3681,805630,-78.8887705069267,35.9792893051756,42.3770199529901,White,M,25-50k,1,25,2,2,0,9607.040131374786,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3682,805785,-78.9020809074277,35.992307551349604,45.335335957602396,Aisian/Other,F,75-100k,4,15,2,3,0,16782.594550867725,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
3683,805809,-78.9316651615964,36.0032900399272,37.88429115769671,White,M,<25k,2,20,3,3,0,28958.537292721612,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3684,806189,-78.8918196490956,36.016157987113,37.641609604036205,White,F,100-150k,5,20,1,3,0,32957.578985772714,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
3685,806699,-78.9203587429709,35.9613165483615,32.5987155717649,White,M,25-50k,4,25,1,4,0,13587.128255533507,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3686,806857,-78.8904310140987,35.942892095389396,34.1239919333115,White,F,<25k,5,20,1,3,0,29609.90108298834,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
3687,806894,-78.9528578956773,35.9258085905971,53.5738600429008,Black,M,<25k,4,20,3,2,0,9431.582442821873,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3688,807384,-78.8994269420545,35.916695962123896,36.563275815561,White,F,100-150k,5,20,1,3,0,29719.693290763935,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
3689,807493,-78.9544125936275,35.988193622741,48.254470117183,White,F,25-50k,5,30,2,4,0,36705.647841300764,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
3690,807847,-78.9803043445043,35.957432385748,43.412986941184705,White,F,50-75k,4,20,3,2,0,8829.553674968274,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3691,808623,-78.91175551936759,35.9372305207656,37.5235017156386,Black,F,<25k,5,20,1,3,0,31298.760208536834,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3692,808636,-78.8724667153925,35.950662943051896,40.260591199950596,White,F,50-75k,1,15,2,1,0,6403.038060038791,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3693,808637,-78.872092607621,35.9928387922614,36.62142939494311,White,M,25-50k,5,25,3,1,0,30152.178128243504,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3694,808916,-78.9565810286997,35.9685117884775,58.3499381642237,White,F,75-100k,4,25,1,4,0,11262.167234547418,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3695,809663,-78.8771613761613,36.0071738806028,47.908083087418696,White,M,>150k,5,20,1,3,0,31315.153817023987,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3696,809827,-78.9837380823277,35.942421069367,31.4757902658024,White,M,100-150k,2,15,1,1,0,23844.807764909263,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
3697,810239,-78.8796117098436,36.0132663545481,41.419198341983204,White,F,25-50k,1,30,3,3,0,13329.666381034584,-78.87813,35.89314,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
3698,810421,-78.951365336747,36.0417441130021,42.9925106463099,White,M,75-100k,4,20,3,2,0,17753.89846625982,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3699,810499,-78.860885040949,36.0329048247181,37.4530276029846,White,F,25-50k,1,20,1,4,0,15585.894002274013,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
3700,810724,-78.8916088371469,35.981392290886205,34.573434307935,Hispanic,F,75-100k,4,25,1,4,0,16929.871265634858,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
3701,810760,-78.9440684063366,35.9945294294115,37.8608812061095,White,F,>150k,3,30,1,2,0,34511.039315040754,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3702,810948,-78.8174131706155,35.9587570563981,64.0041747610486,White,F,>150k,3,20,2,1,0,24278.359232034058,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3703,810995,-78.93144411084579,35.9884251928644,39.44157700536989,White,M,<25k,3,20,2,1,0,33231.757052724446,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3704,811018,-78.883731448563,36.003901877355204,35.9987272868686,White,M,50-75k,3,20,2,1,0,31776.99251824061,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3705,811286,-78.98558311758579,35.9486869090819,34.4502020677585,White,F,75-100k,3,25,1,3,0,34084.57266829193,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
3706,811333,-78.92950132192131,36.005291093820404,61.10717939123239,White,F,50-75k,3,20,2,1,0,34487.81907102166,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3707,811480,-78.873204087414,35.976281799260796,50.337945044059204,White,F,75-100k,4,20,3,2,0,18135.479236976124,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3708,811583,-78.933736196073,35.9689699968195,51.235531657146794,White,M,75-100k,4,20,3,2,0,12967.143430897295,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3709,811616,-78.85436094318891,36.0341916334102,43.047238903076604,White,M,75-100k,5,20,1,3,0,31226.53571283743,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3710,812602,-78.847500399659,36.008497133862704,38.32151439801871,White,M,50-75k,1,20,1,4,1,13094.708439090107,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3711,812603,-78.910261746755,35.9624216907015,36.55159055831879,Hispanic,M,100-150k,4,30,1,1,0,14456.774371922615,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3712,812712,-78.8665177648861,36.024305616145,32.224959882035606,White,M,75-100k,1,25,2,2,0,14591.55631087413,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3713,813290,-78.8869092308698,36.0116548637958,34.9019776827072,White,M,50-75k,5,25,3,1,0,32324.850923987146,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3714,813363,-78.8910868547227,35.963192046424496,31.3249087033462,White,M,25-50k,3,25,1,3,0,28698.494528896364,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3715,813498,-78.8093839810427,35.989598742569896,39.460778414672205,White,F,25-50k,3,25,1,3,0,26920.06880739176,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
3716,813532,-78.89801354852808,35.9366627129928,42.6068358944584,White,M,100-150k,2,20,3,3,0,21218.548751296024,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
3717,813612,-78.9383095742881,35.9454474624479,39.5429437780831,White,F,75-100k,3,20,2,1,0,30458.308837801582,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3718,813634,-78.8800362280725,36.0690744711725,33.785799701880606,White,M,100-150k,5,20,1,3,0,35427.5476985415,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
3719,814211,-78.8336178278778,36.0347471054694,52.7935003291845,White,F,75-100k,5,25,3,1,0,29780.570705322843,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3720,814310,-78.88376882953409,35.9671199880904,48.28608621312429,White,F,>150k,5,15,1,2,0,29920.812121014547,-78.575981,35.86696,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3721,814791,-78.888881566078,35.9555322779834,45.4540539952773,White,F,100-150k,3,15,3,4,0,27940.97263704638,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
3722,815114,-78.8912311927396,36.0388228351362,47.9063410374846,Black,F,100-150k,3,30,1,2,0,35348.02156088228,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
3723,815588,-78.94386321517179,35.9499606313396,49.8549067936025,White,M,75-100k,3,25,1,3,0,31162.945830776604,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3724,816059,-78.92300887605779,36.0786900552159,34.5764454610469,White,M,75-100k,5,25,3,1,0,39135.9374341469,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3725,816350,-78.85258184077259,35.9491894829874,43.6704226451229,White,F,75-100k,5,25,3,1,0,26583.079733461847,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3726,816429,-78.9035706700362,36.1546400352723,42.904497499936596,White,F,75-100k,3,15,3,4,1,47098.17133122139,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3727,817246,-78.8620616909261,35.9522634147894,43.0824710722676,White,M,<25k,2,30,2,2,0,22889.201896206632,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3728,817474,-78.9296510164142,35.978857631010605,42.649544042083,White,M,75-100k,4,30,1,1,0,13891.69962290966,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3729,817628,-78.8588631064167,36.0436547471664,53.7149946034149,White,M,75-100k,3,25,1,3,0,34303.57453870645,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3730,817648,-78.87460458104499,35.9787244959243,48.966285731255205,White,F,50-75k,3,20,2,1,0,29051.852250186064,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3731,817832,-78.93313101011191,36.0029363456689,35.9525233794789,Black,M,75-100k,2,30,2,2,0,28943.245623717205,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3732,818444,-78.9029167149174,35.9305137749519,37.4165405576924,White,F,50-75k,5,20,1,3,0,30346.054983792015,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3733,818494,-78.83375402304691,36.0419942236417,33.5284823072358,Hispanic,F,25-50k,2,15,1,1,0,33031.26530667599,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3734,818792,-78.9521014850713,35.9695597272616,49.5703609774691,White,M,75-100k,5,20,1,3,0,35805.3349129981,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3735,819349,-78.9491107226811,36.039327495526,35.808073977803105,White,M,25-50k,5,20,1,3,0,38716.37275868882,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3736,819356,-78.96622938216291,36.014190065992295,40.3481219516029,White,F,75-100k,4,30,1,1,0,14454.686066775032,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3737,819389,-78.9015737182532,36.013282815842,32.1622614828784,White,F,75-100k,1,25,2,2,0,13497.560413169917,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3738,819476,-78.9227283758283,36.000186890918606,53.81831564299829,White,M,50-75k,2,20,3,3,0,28488.56018196266,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3739,819516,-78.8750458784251,36.0207730917985,36.191827290304104,White,M,50-75k,5,25,3,1,0,31928.10313828544,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3740,819783,-78.995623221703,35.9670959495435,38.1014454029425,White,F,75-100k,3,20,2,1,0,36015.204935776375,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3741,820343,-78.914069162644,36.0423825257265,46.3683070705867,Black,M,75-100k,4,30,1,1,0,19776.584224206003,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3742,820586,-78.9448973968356,35.949757824399796,39.7898898113689,White,M,100-150k,4,30,1,1,0,11032.80146448458,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
3743,820640,-78.9231749060143,35.927946892561394,36.409634132002395,White,M,75-100k,4,25,1,4,0,12096.055537007027,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3744,820810,-78.8846230542428,36.025445734331704,37.7349627606766,White,M,25-50k,3,20,2,1,0,33781.97993906871,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3745,820968,-78.9182975553097,35.9585861469901,37.706122988306205,Black,M,50-75k,4,30,1,1,0,13618.90303325105,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3746,820996,-78.9208616727486,35.9893516687356,33.1680950943663,White,F,75-100k,4,25,1,4,0,15224.175007285865,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3747,821120,-78.93990589468909,35.9864192750217,28.813731875468502,White,F,100-150k,1,25,2,2,0,11755.6526299283,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3748,821321,-78.8894689194184,36.0082387639651,45.204444286455406,White,F,<25k,1,20,1,4,0,12812.045124939212,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
3749,821353,-78.8486368726884,35.9272554332502,45.2471373284483,Hispanic,M,75-100k,2,20,3,3,0,20230.599046826555,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3750,821584,-78.931050626604,35.9742317906501,49.8056948884387,White,F,100-150k,5,15,1,2,0,34185.453248378246,-78.575981,35.86696,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3751,821631,-78.88554267791821,35.9363270437063,57.4865284617635,Black,F,75-100k,3,30,1,2,0,26215.407403700417,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3752,821662,-78.96529919110179,36.0521307635462,47.2163865926976,Black,M,100-150k,1,30,3,3,0,19314.04606322668,-78.87813,35.89314,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3753,821824,-78.9478422464366,36.0058523438037,36.3036236589126,White,F,100-150k,3,30,1,2,0,35651.30629631956,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3754,821914,-78.82098617638391,35.960143326869705,31.009806161116,White,M,75-100k,3,30,1,2,0,24579.183285947052,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3755,822181,-78.817515853971,35.9781389116164,33.9486523299306,White,F,75-100k,1,25,2,2,0,10902.575264985257,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3756,822451,-78.9713315686897,35.9767975657752,37.4130180764661,White,F,>150k,1,25,2,2,0,12525.853407740684,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3757,822479,-78.98666423996801,35.980168957706205,46.87518878006289,White,F,<25k,3,20,2,1,0,36273.48273217687,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3758,822581,-78.8722949228557,35.9474428348258,46.47518627559171,Black,F,100-150k,5,25,3,1,0,28199.352755266224,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
3759,822893,-79.02457946624659,35.9594938306017,50.0808293253384,White,M,25-50k,1,15,2,1,0,15129.007098730308,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3760,823452,-78.8742272214593,36.032293728313604,51.5980440318517,White,F,75-100k,1,15,2,1,0,15444.275586431258,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3761,823475,-78.8766151103683,36.0073505492932,35.3919843348868,White,F,75-100k,5,30,2,4,1,31282.11550042484,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3762,823485,-78.9371726186368,36.0033265826075,37.4571796456179,White,F,<25k,1,30,3,3,0,13336.186709854335,-78.87813,35.89314,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
