"","Location","Price","Experience","Other","will_attend","ages_bin","distance_bin"
"3407","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"4165","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"2192","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5338","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"1909","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1263","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2644","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"876","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3252","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2682","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"207","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3631","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3834","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"3091","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3137","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"801","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"3821","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"571","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1539","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"6047","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"1450","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"1786","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"2602","3","1","3","4",1,"03 > 44.7122","01 <= 32.4247"
"1305","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"3650","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"2289","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2977","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1092","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"688","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3451","3","1","3","4",0,"02 <= 44.7122","02 > 32.4247"
"868","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"250","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5676","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"6195","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"318","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"6256","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"4208","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"5356","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2126","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"2876","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6219","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"5651","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"4884","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"656","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2734","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1958","2","4","2","2",0,"02 <= 44.7122","02 > 32.4247"
"5077","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"2617","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3906","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"4897","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"1401","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2344","2","4","2","2",1,"02 <= 44.7122","01 <= 32.4247"
"1472","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"6150","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"608","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"297","1","3","2","2",1,"01 <= 34.9769","01 <= 32.4247"
"6106","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1272","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"2072","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4580","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"6543","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6554","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"3051","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5148","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"3044","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"394","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3957","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"210","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5200","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"3488","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"5207","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"3511","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2785","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"4722","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1464","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"5543","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"391","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"2327","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"931","1","4","3","3",0,"03 > 44.7122","02 > 32.4247"
"842","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"6304","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"3727","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"761","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"5812","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"1826","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6164","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
"2159","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"3294","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"5563","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"5715","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"4831","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"4698","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2892","3","1","3","4",0,"02 <= 44.7122","02 > 32.4247"
"5771","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"4671","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"1393","1","2","1","4",0,"01 <= 34.9769","02 > 32.4247"
"3400","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"815","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"1890","2","2","3","3",0,"02 <= 44.7122","02 > 32.4247"
"2010","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"3362","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"2996","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3156","3","1","3","4",1,"01 <= 34.9769","02 > 32.4247"
"5482","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"4219","4","3","1","4",0,"01 <= 34.9769","02 > 32.4247"
"1093","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"6060","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"4652","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"124","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"1218","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6440","5","3","3","1",0,"01 <= 34.9769","02 > 32.4247"
"4977","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"3261","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"4802","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"683","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3954","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"60","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"524","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"339","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"4788","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"5901","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"1563","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3698","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6111","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"4168","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"5837","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1763","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2406","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6791","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"790","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"4748","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"2416","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1600","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"3358","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"2463","2","4","2","2",0,"02 <= 44.7122","02 > 32.4247"
"1437","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"2319","2","1","1","1",1,"01 <= 34.9769","01 <= 32.4247"
"6621","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"328","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"293","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4936","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"5737","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"5226","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"5576","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"5547","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5087","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"4227","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"811","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"3465","3","1","3","4",0,"03 > 44.7122","02 > 32.4247"
"4886","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"1626","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"927","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"5942","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"515","1","3","2","2",0,"01 <= 34.9769","02 > 32.4247"
"2899","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2493","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4441","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"1289","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"4890","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"20","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3590","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2255","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"311","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2143","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4549","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"1675","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"6210","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"4741","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"3243","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5378","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"3485","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"2721","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"80","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"5620","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"3254","3","4","1","2",0,"01 <= 34.9769","02 > 32.4247"
"6750","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1768","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3482","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"3835","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"3525","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5481","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"1639","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"54","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"4458","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"178","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"5341","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"2466","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4729","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"2486","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1576","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"2945","3","3","1","3",0,"02 <= 44.7122","02 > 32.4247"
"5171","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1161","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2168","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"5428","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2926","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"4196","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3012","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5091","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"866","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"6017","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1407","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"5828","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"5426","5","1","1","2",0,"01 <= 34.9769","02 > 32.4247"
"2879","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"5407","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"453","1","4","3","3",0,"03 > 44.7122","02 > 32.4247"
"3699","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"4694","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"1269","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5568","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
"983","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"490","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2223","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"1710","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"5006","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1972","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3744","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"5712","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"4811","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5419","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"200","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"5176","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"3638","3","3","1","3",0,"01 <= 34.9769","02 > 32.4247"
"5106","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"6649","5","1","1","2",0,"01 <= 34.9769","02 > 32.4247"
"3709","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5829","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"2174","2","2","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"506","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1667","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"4539","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"2693","3","3","1","3",1,"01 <= 34.9769","01 <= 32.4247"
"5851","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
"5988","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"747","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1040","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3533","3","1","3","4",0,"01 <= 34.9769","02 > 32.4247"
"4535","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"1894","2","2","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"6001","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"1785","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"6323","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"877","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"5245","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"5968","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2274","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1532","2","1","1","1",0,"03 > 44.7122","02 > 32.4247"
"2811","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6655","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1561","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"4019","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"1823","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"5653","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1551","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"6476","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"404","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1014","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1279","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6501","5","4","2","4",0,"03 > 44.7122","02 > 32.4247"
"3587","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"6355","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"6659","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"1693","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"2190","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"5025","4","2","3","2",0,"01 <= 34.9769","01 <= 32.4247"
"2848","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2222","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"3152","3","1","3","4",1,"01 <= 34.9769","01 <= 32.4247"
"2096","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4197","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"845","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3067","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6153","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6086","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"428","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1878","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"50","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"211","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"5089","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"44","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"4764","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"1066","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3670","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"765","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"4480","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5129","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"3962","4","3","1","4",0,"01 <= 34.9769","02 > 32.4247"
"3900","3","3","1","3",0,"01 <= 34.9769","02 > 32.4247"
"5413","5","1","1","2",0,"03 > 44.7122","02 > 32.4247"
"474","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"827","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5312","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"1665","2","4","2","2",0,"03 > 44.7122","02 > 32.4247"
"2768","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2813","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5648","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5683","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5660","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1633","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"2434","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1602","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"6227","5","1","1","2",0,"01 <= 34.9769","02 > 32.4247"
"1549","2","4","2","2",0,"03 > 44.7122","02 > 32.4247"
"1390","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"61","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"946","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"175","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"3520","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"674","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4402","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"110","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6275","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1757","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1444","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2373","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"3720","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"4542","4","2","3","2",0,"01 <= 34.9769","02 > 32.4247"
"2534","3","1","3","4",0,"03 > 44.7122","02 > 32.4247"
"5931","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"4446","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"4740","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5629","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"4991","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5035","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"6453","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"475","1","4","3","3",1,"03 > 44.7122","01 <= 32.4247"
"4753","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2405","2","4","2","2",0,"03 > 44.7122","02 > 32.4247"
"5161","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"4954","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"4651","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"2672","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"5267","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"5421","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"3025","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6286","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"4393","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"623","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"1459","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"215","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"5836","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"5984","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3818","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"1115","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"3863","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"518","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"345","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1570","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"6635","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"3031","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"6171","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3088","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"3214","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2543","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"729","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"309","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4645","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"79","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"789","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"727","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"6405","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"4055","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"2814","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"1460","2","1","1","1",0,"02 <= 44.7122","02 > 32.4247"
"4007","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"706","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3349","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"1673","2","1","1","1",0,"03 > 44.7122","02 > 32.4247"
"52","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5612","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"2451","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"1389","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"4284","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"2134","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"2326","2","1","1","1",0,"03 > 44.7122","02 > 32.4247"
"2391","2","4","2","2",0,"03 > 44.7122","02 > 32.4247"
"1764","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2506","2","1","1","1",1,"03 > 44.7122","01 <= 32.4247"
"1908","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1651","2","2","3","3",0,"02 <= 44.7122","02 > 32.4247"
"863","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"2077","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"4617","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"6259","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"4396","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"869","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5102","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"3000","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"3227","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"2393","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5971","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"1692","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"4866","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"5876","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"3633","3","3","1","3",0,"03 > 44.7122","02 > 32.4247"
